time;x;y;z
15.912;0.112;-0.991;0.105
15.916;0.111;-0.993;0.105
15.936;0.111;-0.996;0.104
15.937;0.110;-0.993;0.104
15.940;0.110;-0.994;0.104
15.972;0.110;-0.993;0.107
15.973;0.109;-0.993;0.106
15.974;0.108;-0.993;0.107
15.974;0.108;-0.989;0.104
15.974;0.108;-0.990;0.106
15.974;0.108;-0.988;0.107
15.975;0.107;-0.987;0.109
15.979;0.107;-0.987;0.111
15.980;0.108;-0.987;0.112
15.985;0.108;-0.990;0.112
15.990;0.110;-0.991;0.112
15.995;0.109;-0.993;0.112
16.000;0.106;-0.997;0.111
16.005;0.106;-1.000;0.113
16.016;0.105;-1.001;0.112
16.016;0.106;-1.001;0.113
16.023;0.106;-1.002;0.112
16.027;0.105;-1.003;0.111
16.045;0.105;-1.001;0.112
16.046;0.106;-0.999;0.113
16.046;0.106;-0.997;0.112
16.047;0.106;-0.997;0.110
16.048;0.107;-0.996;0.111
16.053;0.105;-0.994;0.110
16.059;0.103;-0.993;0.108
16.063;0.102;-0.990;0.106
16.069;0.099;-0.990;0.103
16.073;0.097;-0.990;0.104
16.078;0.098;-0.989;0.104
16.084;0.097;-0.987;0.106
16.088;0.096;-0.986;0.107
16.097;0.095;-0.986;0.107
16.098;0.094;-0.987;0.110
16.104;0.096;-0.987;0.110
16.108;0.096;-0.987;0.109
16.116;0.097;-0.991;0.111
16.118;0.098;-0.993;0.111
16.123;0.099;-0.995;0.109
16.132;0.099;-0.994;0.108
16.133;0.101;-0.994;0.107
16.140;0.104;-0.995;0.105
16.159;0.106;-0.996;0.106
16.160;0.108;-0.996;0.105
16.160;0.106;-0.997;0.104
16.160;0.109;-0.996;0.103
16.161;0.113;-0.994;0.105
16.166;0.117;-0.994;0.106
16.170;0.116;-0.994;0.108
16.178;0.117;-0.994;0.111
16.181;0.119;-0.993;0.111
16.185;0.118;-0.994;0.109
16.196;0.120;-0.996;0.108
16.200;0.122;-0.997;0.107
16.206;0.121;-0.998;0.109
16.214;0.119;-0.998;0.111
16.215;0.119;-0.999;0.111
16.221;0.117;-0.997;0.109
16.225;0.116;-0.995;0.110
16.243;0.114;-0.994;0.109
16.245;0.113;-0.992;0.107
16.246;0.114;-0.990;0.105
16.247;0.111;-0.988;0.105
16.286;0.112;-0.988;0.107
16.287;0.111;-0.987;0.108
16.288;0.109;-0.987;0.112
16.288;0.109;-0.988;0.113
16.289;0.108;-0.989;0.114
16.289;0.107;-0.991;0.113
16.290;0.106;-0.991;0.112
16.290;0.106;-0.990;0.109
16.291;0.106;-0.992;0.106
16.297;0.106;-0.993;0.107
16.298;0.106;-0.994;0.108
16.303;0.108;-0.992;0.110
16.307;0.108;-0.992;0.111
16.321;0.108;-0.993;0.108
16.322;0.108;-0.995;0.106
16.324;0.108;-0.994;0.105
16.363;0.108;-0.993;0.104
16.364;0.110;-0.995;0.104
16.364;0.110;-0.995;0.106
16.365;0.111;-0.993;0.107
16.365;0.110;-0.994;0.108
16.365;0.109;-0.992;0.109
16.366;0.110;-0.990;0.109
16.366;0.112;-0.992;0.108
16.367;0.114;-0.994;0.107
16.371;0.115;-0.995;0.108
16.376;0.115;-0.994;0.108
16.381;0.116;-0.992;0.106
16.386;0.116;-0.992;0.106
16.390;0.116;-0.992;0.108
16.396;0.117;-0.992;0.110
16.400;0.119;-0.992;0.109
16.409;0.118;-0.992;0.110
16.426;0.118;-0.992;0.111
16.428;0.115;-0.993;0.110
16.428;0.113;-0.991;0.110
16.429;0.113;-0.994;0.108
16.431;0.114;-0.995;0.107
16.435;0.112;-0.994;0.105
16.439;0.109;-0.994;0.105
16.470;0.109;-0.997;0.104
16.471;0.109;-0.994;0.104
16.471;0.110;-0.993;0.105
16.471;0.111;-0.991;0.106
16.471;0.109;-0.990;0.104
16.474;0.113;-0.990;0.107
16.479;0.114;-0.992;0.107
16.483;0.113;-0.992;0.107
16.488;0.111;-0.992;0.108
16.495;0.110;-0.991;0.108
16.498;0.110;-0.992;0.106
16.504;0.107;-0.991;0.104
16.509;0.104;-0.992;0.102
16.515;0.104;-0.993;0.101
16.519;0.107;-0.994;0.101
16.524;0.109;-0.992;0.106
16.547;0.112;-0.992;0.107
16.549;0.111;-0.992;0.109
16.550;0.113;-0.994;0.108
16.550;0.113;-0.997;0.108
16.559;0.113;-0.997;0.110
16.560;0.114;-0.996;0.108
16.560;0.115;-0.995;0.108
16.593;0.117;-0.992;0.107
16.593;0.116;-0.993;0.107
16.594;0.114;-0.994;0.106
16.594;0.114;-0.994;0.104
16.594;0.116;-0.993;0.104
16.594;0.118;-0.991;0.103
16.595;0.117;-0.991;0.103
16.595;0.116;-0.992;0.106
16.600;0.116;-0.992;0.107
16.606;0.118;-0.992;0.106
16.611;0.119;-0.993;0.105
16.616;0.118;-0.992;0.105
16.621;0.117;-0.992;0.105
16.625;0.117;-0.992;0.105
16.641;0.115;-0.993;0.104
16.642;0.113;-0.993;0.102
16.643;0.114;-0.993;0.101
16.646;0.115;-0.994;0.100
16.677;0.115;-0.993;0.101
16.677;0.112;-0.989;0.103
16.678;0.112;-0.989;0.107
16.679;0.114;-0.991;0.107
16.679;0.110;-0.989;0.105
16.679;0.109;-0.989;0.105
16.680;0.111;-0.989;0.104
16.684;0.110;-0.988;0.104
16.689;0.111;-0.989;0.103
16.694;0.110;-0.990;0.104
16.699;0.110;-0.991;0.105
16.704;0.111;-0.994;0.101
16.708;0.111;-0.992;0.104
16.728;0.112;-0.994;0.103
16.730;0.111;-0.992;0.103
16.735;0.111;-0.995;0.100
16.736;0.108;-0.997;0.103
16.738;0.109;-0.996;0.104
16.744;0.114;-0.997;0.106
16.777;0.111;-0.998;0.109
16.778;0.108;-0.998;0.109
16.778;0.110;-0.998;0.108
16.779;0.108;-1.000;0.108
16.780;0.115;-1.000;0.105
16.781;0.115;-0.997;0.102
16.782;0.119;-0.994;0.099
16.783;0.120;-0.993;0.100
16.786;0.119;-0.993;0.105
16.791;0.121;-0.995;0.106
16.801;0.119;-0.996;0.108
16.802;0.124;-0.997;0.112
16.806;0.129;-0.994;0.113
16.811;0.131;-0.995;0.111
16.832;0.128;-0.996;0.110
16.832;0.128;-0.997;0.107
16.832;0.127;-1.000;0.105
16.832;0.123;-1.001;0.098
16.835;0.122;-1.001;0.093
16.839;0.126;-1.002;0.086
16.848;0.128;-1.003;0.079
16.849;0.127;-1.002;0.078
16.854;0.121;-1.003;0.080
16.859;0.115;-1.004;0.084
16.865;0.118;-1.004;0.089
16.869;0.122;-1.003;0.095
16.874;0.116;-1.003;0.101
16.880;0.109;-1.004;0.108
16.884;0.107;-1.004;0.112
16.889;0.105;-1.005;0.109
16.893;0.093;-1.018;0.091
16.899;0.092;-1.014;0.091
16.914;0.119;-1.002;0.100
16.915;0.129;-0.996;0.106
16.915;0.123;-0.994;0.113
16.926;0.113;-0.998;0.121
16.926;0.098;-1.002;0.124
16.927;0.097;-1.005;0.121
16.954;0.106;-1.004;0.112
16.955;0.106;-1.004;0.101
16.955;0.102;-1.005;0.092
16.955;0.097;-1.004;0.087
16.955;0.096;-1.003;0.087
16.957;0.096;-0.999;0.084
16.963;0.098;-0.995;0.084
16.967;0.097;-0.987;0.085
16.972;0.105;-0.980;0.083
16.977;0.099;-0.976;0.087
16.981;0.095;-0.976;0.092
16.991;0.093;-0.974;0.095
16.998;0.095;-0.974;0.088
17.001;0.093;-0.984;0.065
17.007;0.083;-0.981;0.069
17.011;0.085;-0.971;0.111
17.018;0.107;-0.973;0.134
17.021;0.126;-0.983;0.134
17.026;0.120;-0.992;0.121
17.048;0.109;-0.994;0.101
17.049;0.112;-0.998;0.090
17.050;0.099;-1.003;0.080
17.051;0.096;-1.001;0.078
17.051;0.104;-0.991;0.076
17.055;0.109;-0.987;0.072
17.060;0.107;-0.985;0.069
17.087;0.106;-0.979;0.074
17.087;0.113;-0.975;0.078
17.088;0.118;-0.975;0.078
17.088;0.118;-0.981;0.086
17.089;0.120;-0.989;0.093
17.089;0.123;-0.996;0.095
17.094;0.121;-1.002;0.094
17.098;0.120;-1.005;0.094
17.104;0.118;-1.007;0.096
17.109;0.118;-1.007;0.093
17.121;0.115;-1.005;0.086
17.121;0.111;-0.999;0.080
17.123;0.110;-0.990;0.071
17.148;0.110;-0.982;0.055
17.148;0.104;-0.977;0.040
17.148;0.096;-0.973;0.031
17.149;0.091;-0.970;0.028
17.149;0.085;-0.969;0.041
17.152;0.083;-0.974;0.059
17.157;0.088;-0.980;0.079
17.163;0.095;-0.984;0.100
17.167;0.103;-0.984;0.123
17.172;0.111;-0.985;0.147
17.177;0.118;-0.987;0.172
17.182;0.127;-0.987;0.192
17.187;0.140;-0.985;0.206
17.192;0.152;-0.985;0.214
17.199;0.157;-0.988;0.208
17.201;0.155;-0.989;0.189
17.206;0.150;-0.987;0.161
17.211;0.136;-0.984;0.130
17.217;0.124;-0.982;0.091
17.221;0.112;-0.981;0.043
17.227;0.102;-0.981;0.004
17.251;0.097;-0.988;-0.021
17.252;0.091;-0.992;-0.044
17.253;0.087;-0.989;-0.048
17.254;0.081;-0.999;-0.030
17.264;0.095;-1.010;0.004
17.265;0.110;-1.012;0.036
17.266;0.118;-1.007;0.049
17.309;0.104;-1.006;0.050
17.310;0.086;-1.004;0.057
17.310;0.082;-1.004;0.074
17.310;0.091;-1.002;0.081
17.311;0.100;-1.001;0.078
17.311;0.099;-0.994;0.071
17.311;0.094;-0.988;0.067
17.312;0.095;-0.975;0.069
17.312;0.110;-0.980;0.064
17.317;0.133;-1.004;0.066
17.319;0.134;-1.005;0.079
17.323;0.134;-1.000;0.093
17.328;0.134;-0.989;0.108
17.337;0.129;-0.981;0.121
17.339;0.131;-0.979;0.133
17.343;0.122;-0.970;0.139
17.367;0.116;-0.968;0.148
17.368;0.112;-0.975;0.162
17.368;0.112;-0.981;0.164
17.368;0.112;-0.985;0.157
17.369;0.105;-0.986;0.143
17.372;0.100;-0.991;0.123
17.377;0.100;-0.996;0.094
17.382;0.096;-0.992;0.064
17.387;0.089;-0.984;0.036
17.391;0.084;-0.989;0.009
17.396;0.083;-1.004;-0.006
17.407;0.082;-1.018;-0.012
17.407;0.081;-1.026;-0.007
17.411;0.088;-1.026;0.008
17.416;0.101;-1.023;0.011
17.421;0.116;-1.020;0.010
17.425;0.125;-1.012;0.007
17.451;0.126;-1.008;0.002
17.452;0.121;-1.005;0.002
17.452;0.113;-1.003;0.006
17.452;0.101;-1.005;0.013
17.452;0.093;-1.006;0.030
17.455;0.081;-0.999;0.043
17.459;0.072;-0.989;0.059
17.467;0.076;-0.976;0.069
17.469;0.083;-0.983;0.069
17.474;0.082;-0.974;0.082
17.480;0.077;-0.958;0.088
17.484;0.086;-0.979;0.067
17.489;0.092;-0.988;0.068
17.494;0.097;-0.988;0.056
17.499;0.085;-0.985;0.053
17.504;0.070;-0.967;0.046
17.508;0.057;-0.950;0.024
17.516;0.049;-0.934;-0.008
17.526;0.056;-0.952;-0.051
17.528;0.050;-0.982;-0.055
17.534;0.044;-1.006;-0.039
17.538;0.044;-1.029;-0.015
17.543;0.038;-1.038;0.013
17.548;0.039;-1.029;0.037
17.552;0.056;-1.027;0.053
17.557;0.072;-1.033;0.063
17.562;0.095;-1.033;0.070
17.567;0.119;-1.032;0.082
17.572;0.148;-1.028;0.099
17.577;0.176;-1.022;0.115
17.582;0.189;-1.008;0.118
17.587;0.203;-1.003;0.117
17.592;0.208;-0.998;0.101
17.600;0.204;-0.998;0.086
17.602;0.207;-1.002;0.069
17.607;0.203;-1.001;0.048
17.612;0.189;-0.997;0.026
17.617;0.168;-0.997;0.011
17.621;0.146;-0.997;0.005
17.626;0.129;-0.998;0.007
17.655;0.112;-0.998;0.013
17.656;0.103;-0.998;0.020
17.657;0.100;-0.996;0.026
17.657;0.101;-0.993;0.031
17.658;0.096;-0.994;0.037
17.658;0.089;-0.995;0.044
17.660;0.083;-0.989;0.055
17.685;0.078;-0.971;0.075
17.686;0.076;-0.956;0.102
17.686;0.076;-0.951;0.107
17.687;0.081;-0.965;0.080
17.687;0.089;-0.992;0.031
17.689;0.091;-1.011;-0.015
17.694;0.087;-1.014;-0.047
17.699;0.080;-1.008;-0.047
17.704;0.086;-1.008;-0.021
17.709;0.092;-1.008;-0.003
17.720;0.101;-1.010;0.003
17.721;0.108;-1.008;0.008
17.724;0.113;-1.008;0.017
17.729;0.111;-1.005;0.017
17.747;0.108;-1.001;0.023
17.748;0.105;-0.994;0.028
17.748;0.100;-0.991;0.030
17.749;0.097;-0.987;0.038
17.753;0.101;-0.991;0.038
17.757;0.104;-0.996;0.032
17.763;0.097;-0.993;0.024
17.768;0.097;-1.001;0.024
17.772;0.096;-1.005;0.024
17.777;0.095;-1.013;0.033
17.782;0.097;-1.013;0.042
17.792;0.100;-1.012;0.049
17.801;0.104;-1.014;0.044
17.802;0.104;-1.013;0.030
17.807;0.107;-1.012;0.009
17.813;0.111;-1.020;-0.076
17.820;0.098;-1.026;-0.089
17.823;0.092;-1.022;-0.003
17.830;0.086;-1.024;0.013
17.837;0.085;-1.027;0.019
17.838;0.093;-1.033;0.038
17.844;0.104;-1.033;0.036
17.845;0.113;-1.025;0.033
17.863;0.116;-1.012;0.021
17.863;0.114;-1.014;0.007
17.864;0.103;-1.019;0.039
17.865;0.082;-1.006;-0.000
17.870;0.072;-1.013;0.057
17.875;0.064;-1.006;0.028
17.879;0.067;-1.007;0.006
17.885;0.079;-1.008;-0.010
17.890;0.099;-1.016;-0.010
17.894;0.118;-1.025;-0.007
17.902;0.140;-1.042;0.020
17.908;0.157;-1.041;0.047
17.910;0.166;-1.051;0.074
17.923;0.178;-1.091;0.039
17.925;0.162;-1.069;-0.054
17.926;0.144;-1.050;-0.006
17.929;0.142;-1.046;0.030
17.946;0.130;-1.028;0.031
17.947;0.125;-1.020;0.033
17.947;0.129;-1.023;0.035
17.996;0.139;-1.038;0.036
17.997;0.151;-1.064;0.032
17.997;0.158;-1.101;0.025
17.998;0.160;-1.145;0.024
17.998;0.150;-1.191;0.029
17.998;0.134;-1.230;0.030
17.999;0.127;-1.258;0.037
17.999;0.139;-1.268;0.053
18.000;0.159;-1.260;0.075
18.000;0.190;-1.231;0.090
18.000;0.216;-1.197;0.079
18.004;0.235;-1.155;0.069
18.007;0.250;-1.121;0.043
18.012;0.255;-1.106;0.013
18.024;0.269;-1.109;-0.009
18.024;0.282;-1.131;-0.033
18.026;0.242;-1.175;-0.045
18.051;0.187;-1.197;-0.035
18.052;0.153;-1.246;-0.038
18.052;0.234;-1.306;-0.057
18.052;0.248;-1.367;-0.036
18.052;0.245;-1.419;0.006
18.060;0.181;-1.495;0.071
18.068;0.140;-1.534;0.128
18.070;0.109;-1.520;0.158
18.075;0.102;-1.473;0.165
18.080;0.153;-1.422;0.155
18.086;0.169;-1.359;0.112
18.090;0.242;-1.284;0.033
18.095;0.297;-1.219;-0.027
18.103;0.351;-1.184;-0.026
18.105;0.387;-1.173;0.041
18.109;0.389;-1.159;0.121
18.114;0.319;-1.155;0.201
18.120;0.265;-1.181;0.262
18.124;0.202;-1.219;0.280
18.129;0.157;-1.260;0.266
18.145;0.151;-1.282;0.233
18.146;0.124;-1.299;0.198
18.147;0.099;-1.304;0.152
18.184;0.084;-1.301;0.107
18.185;0.084;-1.298;0.074
18.185;0.089;-1.283;0.062
18.185;0.079;-1.247;0.052
18.186;0.080;-1.208;0.033
18.186;0.106;-1.180;0.035
18.186;0.116;-1.171;0.095
18.187;0.106;-1.174;0.163
18.187;0.105;-1.170;0.197
18.192;0.107;-1.172;0.205
18.197;0.113;-1.182;0.205
18.202;0.118;-1.197;0.219
18.207;0.131;-1.165;0.272
18.212;0.102;-1.123;0.347
18.221;0.193;-1.183;0.434
18.224;0.226;-1.207;0.479
18.227;0.168;-1.168;0.489
18.264;0.151;-1.147;0.553
18.265;0.150;-1.135;0.590
18.266;0.143;-1.109;0.546
18.266;0.126;-1.073;0.523
18.266;0.233;-1.063;0.596
18.267;0.257;-1.029;0.631
18.267;0.266;-1.006;0.546
18.268;0.237;-0.962;0.452
18.272;0.224;-0.937;0.389
18.275;0.247;-0.918;0.370
18.280;0.230;-0.895;0.362
18.286;0.227;-0.861;0.351
18.291;0.285;-0.824;0.310
18.296;0.255;-0.796;0.229
18.303;0.250;-0.780;0.247
18.306;0.255;-0.751;0.283
18.311;0.273;-0.710;0.320
18.316;0.251;-0.682;0.360
18.321;0.273;-0.670;0.383
18.331;0.426;-0.670;0.427
18.349;0.701;-0.606;0.500
18.350;0.741;-0.560;0.521
18.351;0.694;-0.569;0.544
18.354;0.680;-0.575;0.532
18.355;0.672;-0.598;0.511
18.402;0.643;-0.608;0.476
18.403;0.583;-0.621;0.453
18.403;0.518;-0.639;0.443
18.403;0.453;-0.648;0.414
18.404;0.393;-0.662;0.406
18.404;0.331;-0.673;0.413
18.404;0.274;-0.683;0.451
18.405;0.219;-0.675;0.508
18.409;0.177;-0.665;0.530
18.409;0.156;-0.685;0.540
18.409;0.117;-0.663;0.524
18.412;0.098;-0.667;0.607
18.417;0.089;-0.666;0.553
18.422;0.088;-0.661;0.558
18.427;0.084;-0.652;0.568
18.440;0.078;-0.630;0.575
18.440;0.082;-0.607;0.575
18.447;0.093;-0.591;0.581
18.448;0.097;-0.571;0.590
18.476;0.098;-0.555;0.605
18.477;0.106;-0.548;0.628
18.477;0.108;-0.545;0.646
18.477;0.099;-0.540;0.650
18.478;0.089;-0.534;0.646
18.478;0.084;-0.531;0.645
18.481;0.080;-0.532;0.650
18.486;0.079;-0.531;0.657
18.490;0.079;-0.533;0.664
18.495;0.084;-0.533;0.683
18.501;0.095;-0.536;0.715
18.505;0.107;-0.535;0.755
18.510;0.124;-0.529;0.792
18.514;0.163;-0.519;0.819
18.520;0.217;-0.502;0.829
18.525;0.257;-0.474;0.822
18.530;0.272;-0.445;0.794
18.550;0.272;-0.431;0.757
18.552;0.267;-0.428;0.725
18.554;0.255;-0.432;0.713
18.555;0.242;-0.443;0.723
18.556;0.225;-0.455;0.742
18.559;0.212;-0.472;0.764
18.564;0.201;-0.492;0.781
18.601;0.195;-0.505;0.793
18.602;0.196;-0.516;0.802
18.602;0.199;-0.526;0.809
18.603;0.207;-0.532;0.818
18.603;0.234;-0.536;0.817
18.603;0.263;-0.530;0.791
18.604;0.272;-0.503;0.763
18.608;0.275;-0.469;0.762
18.613;0.271;-0.444;0.756
18.619;0.260;-0.434;0.755
18.623;0.227;-0.434;0.761
18.628;0.191;-0.437;0.765
18.642;0.159;-0.441;0.752
18.643;0.127;-0.442;0.728
18.644;0.101;-0.444;0.711
18.647;0.078;-0.455;0.706
18.686;0.062;-0.464;0.700
18.687;0.067;-0.464;0.698
18.687;0.090;-0.457;0.704
18.688;0.129;-0.446;0.709
18.689;0.174;-0.424;0.710
18.689;0.227;-0.396;0.714
18.690;0.289;-0.369;0.722
18.690;0.359;-0.345;0.753
18.691;0.433;-0.311;0.807
18.696;0.483;-0.264;0.861
18.702;0.493;-0.213;0.893
18.706;0.462;-0.182;0.923
18.710;0.398;-0.172;0.936
18.715;0.323;-0.182;0.937
18.720;0.260;-0.202;0.935
18.726;0.199;-0.224;0.936
18.731;0.139;-0.255;0.932
18.750;0.086;-0.287;0.916
18.754;0.049;-0.309;0.892
18.754;0.028;-0.320;0.870
18.755;0.022;-0.319;0.862
18.756;0.036;-0.308;0.869
18.764;0.066;-0.292;0.881
18.764;0.103;-0.267;0.880
18.813;0.143;-0.235;0.873
18.814;0.167;-0.198;0.870
18.815;0.182;-0.161;0.879
18.815;0.189;-0.124;0.900
18.815;0.174;-0.097;0.925
18.816;0.141;-0.082;0.943
18.816;0.091;-0.080;0.944
18.817;0.048;-0.098;0.930
18.817;0.021;-0.122;0.913
18.818;0.001;-0.153;0.898
18.823;-0.014;-0.170;0.885
18.824;-0.024;-0.171;0.857
18.828;-0.021;-0.158;0.824
18.832;-0.015;-0.143;0.796
18.847;-0.006;-0.123;0.769
18.848;-0.000;-0.099;0.743
18.886;0.009;-0.070;0.713
18.887;0.016;-0.040;0.678
18.887;0.029;-0.022;0.654
18.888;0.037;-0.002;0.640
18.888;0.046;0.018;0.648
18.888;0.057;0.026;0.659
18.889;0.052;0.027;0.665
18.889;0.034;0.022;0.666
18.891;0.020;0.006;0.670
18.897;0.013;-0.018;0.706
18.903;0.066;-0.038;0.953
18.906;0.123;-0.060;1.479
18.914;0.310;-0.133;3.005
18.916;0.248;-0.073;2.349
18.921;0.173;-0.140;1.454
18.925;0.200;-0.159;1.297
18.930;0.143;-0.068;1.123
18.942;0.085;-0.008;0.939
18.943;0.094;-0.009;0.882
18.988;0.142;-0.028;0.906
18.988;0.153;-0.011;0.926
18.988;0.145;-0.002;0.891
18.989;0.129;0.000;0.814
18.989;0.105;0.007;0.743
18.989;0.080;0.004;0.718
18.989;0.059;-0.015;0.748
18.990;0.038;-0.038;0.806
18.990;0.018;-0.049;0.852
18.990;0.005;-0.048;0.884
18.994;-0.002;-0.038;0.903
18.999;-0.006;-0.022;0.898
19.008;-0.003;-0.009;0.881
19.010;-0.003;-0.002;0.858
19.014;-0.007;0.004;0.841
19.029;-0.003;0.007;0.834
19.030;0.007;0.002;0.834
19.031;0.019;-0.008;0.847
19.033;0.039;-0.015;0.854
19.068;0.069;-0.022;0.855
19.069;0.104;-0.031;0.857
19.070;0.144;-0.034;0.867
19.070;0.186;-0.025;0.874
19.071;0.234;-0.026;0.885
19.072;0.285;-0.036;0.933
19.072;0.341;-0.032;1.002
19.073;0.394;-0.012;1.063
19.077;0.415;0.004;1.077
19.081;0.396;0.013;1.070
19.089;0.362;0.014;1.055
19.092;0.335;0.020;1.033
19.097;0.285;0.032;0.993
19.106;0.211;0.043;0.943
19.108;0.144;0.040;0.935
19.112;0.089;0.036;0.927
19.124;0.031;0.040;0.938
19.125;0.006;0.049;1.032
19.125;0.005;0.055;1.104
19.130;0.014;0.076;1.057
19.141;0.039;0.061;1.002
19.145;0.034;0.034;0.971
19.150;0.011;0.025;0.962
19.187;-0.001;0.033;0.985
19.188;-0.001;0.040;0.994
19.188;0.004;0.042;1.002
19.188;0.019;0.052;1.005
19.189;0.043;0.053;1.003
19.189;0.075;0.058;1.005
19.189;0.085;0.077;1.064
19.189;0.095;0.097;1.028
19.194;0.124;0.100;0.990
19.198;0.143;0.099;0.972
19.204;0.144;0.103;0.977
19.209;0.138;0.116;0.969
19.214;0.139;0.123;0.950
19.226;0.135;0.126;0.950
19.227;0.122;0.133;0.960
19.229;0.119;0.133;0.971
19.264;0.117;0.129;0.980
19.265;0.109;0.132;0.986
19.265;0.107;0.136;0.983
19.266;0.110;0.140;0.981
19.266;0.112;0.143;0.975
19.266;0.098;0.148;0.967
19.267;0.077;0.150;0.957
19.267;0.063;0.139;0.952
19.272;0.053;0.123;0.957
19.277;0.047;0.115;0.969
19.281;0.052;0.114;0.986
19.287;0.059;0.115;1.021
19.292;0.047;0.118;1.074
19.296;0.023;0.115;1.125
19.303;0.013;0.103;1.160
19.306;0.007;0.094;1.177
19.311;0.003;0.090;1.184
19.316;0.007;0.092;1.179
19.321;0.009;0.095;1.161
19.325;0.005;0.104;1.129
19.330;0.008;0.112;1.098
19.340;0.021;0.115;1.073
19.341;0.027;0.120;1.052
19.345;0.025;0.132;1.033
19.351;0.027;0.138;1.016
19.378;0.024;0.140;1.003
19.378;0.031;0.140;0.993
19.379;0.046;0.141;0.986
19.379;0.066;0.147;0.976
19.379;0.092;0.152;0.964
19.380;0.112;0.156;0.952
19.387;0.120;0.164;0.946
19.398;0.126;0.178;0.937
19.399;0.120;0.183;0.913
19.399;0.100;0.188;0.901
19.409;0.072;0.185;0.892
19.413;0.053;0.186;0.886
19.425;0.053;0.181;0.900
19.425;0.057;0.180;0.915
19.433;0.053;0.189;0.925
19.434;0.056;0.194;0.943
19.459;0.040;0.191;0.953
19.460;0.017;0.186;0.968
19.461;-0.002;0.180;0.990
19.461;-0.012;0.172;1.006
19.462;-0.023;0.167;1.015
19.463;-0.018;0.163;1.021
19.468;-0.011;0.160;1.021
19.474;-0.002;0.154;1.014
19.478;0.006;0.156;1.007
19.483;0.011;0.168;0.994
19.489;0.026;0.180;0.978
19.493;0.039;0.187;0.950
19.498;0.063;0.185;0.920
19.508;0.092;0.187;0.900
19.509;0.104;0.196;0.876
19.513;0.101;0.200;0.864
19.517;0.085;0.197;0.866
19.524;0.072;0.192;0.892
19.526;0.059;0.186;0.932
19.531;0.043;0.181;0.967
19.548;0.031;0.172;1.007
19.550;0.023;0.164;1.044
19.550;0.015;0.164;1.072
19.552;0.008;0.166;1.098
19.578;0.007;0.172;1.104
19.578;0.003;0.189;1.089
19.579;-0.002;0.200;1.070
19.579;-0.007;0.203;1.044
19.579;-0.016;0.199;1.017
19.579;-0.027;0.194;0.989
19.584;-0.029;0.192;0.971
19.589;-0.026;0.193;0.957
19.594;-0.017;0.194;0.943
19.600;-0.009;0.193;0.940
19.604;-0.004;0.189;0.946
19.609;0.010;0.190;0.954
19.614;0.021;0.201;0.979
19.621;0.030;0.216;0.988
19.625;0.030;0.223;0.984
19.628;0.030;0.230;0.984
19.633;0.029;0.233;0.981
19.646;0.017;0.234;0.979
19.647;-0.003;0.237;0.964
19.662;-0.024;0.237;0.948
19.663;-0.038;0.237;0.934
19.664;-0.039;0.236;0.928
19.667;-0.033;0.235;0.928
19.667;-0.009;0.233;0.917
19.678;0.015;0.235;0.893
19.682;0.037;0.236;0.880
19.687;0.056;0.234;0.886
19.691;0.078;0.224;0.906
19.696;0.094;0.219;0.935
19.701;0.104;0.224;0.961
19.706;0.103;0.224;0.982
19.711;0.093;0.221;0.996
19.716;0.088;0.215;1.007
19.723;0.077;0.211;1.013
19.726;0.063;0.207;1.007
19.731;0.056;0.206;0.994
19.736;0.057;0.203;0.979
19.754;0.064;0.197;0.956
19.755;0.076;0.195;0.938
19.755;0.087;0.189;0.927
19.756;0.096;0.189;0.929
19.760;0.102;0.188;0.942
19.765;0.102;0.189;0.958
19.772;0.094;0.194;0.977
19.775;0.088;0.198;0.992
19.780;0.079;0.201;1.001
19.785;0.070;0.202;1.010
19.791;0.067;0.200;1.020
19.795;0.072;0.200;1.024
19.800;0.085;0.200;1.021
19.810;0.099;0.200;1.010
19.811;0.112;0.203;0.995
19.815;0.124;0.204;0.980
19.827;0.130;0.207;0.962
19.828;0.129;0.211;0.950
19.829;0.120;0.218;0.941
19.834;0.106;0.229;0.932
19.854;0.088;0.238;0.917
19.856;0.057;0.243;0.904
19.857;0.023;0.250;0.897
19.857;-0.008;0.255;0.898
19.858;-0.033;0.260;0.904
19.864;-0.051;0.264;0.917
19.868;-0.060;0.266;0.929
19.887;-0.059;0.268;0.943
19.888;-0.043;0.270;0.956
19.888;-0.032;0.272;0.967
19.894;-0.022;0.272;0.971
19.895;-0.010;0.272;0.977
19.897;0.006;0.269;0.978
19.902;0.018;0.269;0.978
19.907;0.016;0.269;0.978
19.912;0.004;0.271;0.983
19.917;-0.006;0.273;0.989
19.932;-0.023;0.275;0.998
19.933;-0.045;0.285;1.000
19.934;-0.064;0.295;0.994
19.978;-0.083;0.307;0.983
19.978;-0.094;0.312;0.966
19.978;-0.096;0.316;0.951
19.978;-0.098;0.318;0.939
19.979;-0.092;0.312;0.927
19.979;-0.094;0.313;0.920
19.979;-0.103;0.316;0.913
19.979;-0.114;0.320;0.911
19.980;-0.122;0.323;0.917
19.985;-0.122;0.326;0.918
19.991;-0.127;0.331;0.921
19.995;-0.133;0.333;0.917
20.000;-0.143;0.334;0.920
20.006;-0.148;0.333;0.926
20.010;-0.147;0.333;0.932
20.015;-0.142;0.334;0.942
20.020;-0.137;0.338;0.951
20.025;-0.129;0.337;0.954
20.030;-0.118;0.333;0.952
20.035;-0.110;0.328;0.946
