"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.992392188E1;1.177736521E0;4.125420570E0;7.554730892E0;8.687929388E0
1.992637656E1;1.203814268E0;4.148356438E0;7.524046898E0;8.675788820E0
1.992796563E1;1.219979882E0;4.160950184E0;7.495087147E0;8.658994669E0
1.992992188E1;1.238654613E0;4.170441151E0;7.459738731E0;8.635655539E0
1.993192188E1;1.257109165E0;4.172575951E0;7.423912048E0;8.608436770E0
1.993392188E1;1.270363450E0;4.176464558E0;7.382415295E0;8.576522318E0
1.993637812E1;1.282391787E0;4.172768116E0;7.345775127E0;8.544994714E0
1.993798281E1;1.297820091E0;4.172480583E0;7.313357353E0;8.519338412E0
1.993992188E1;1.320804477E0;4.178792000E0;7.290506840E0;8.506369203E0
1.994192188E1;1.330907941E0;4.176684856E0;7.282730579E0;8.500245704E0
1.994392188E1;1.334346056E0;4.172500134E0;7.271315098E0;8.488949288E0
1.994639375E1;1.339737773E0;4.171800613E0;7.270386219E0;8.488659107E0
1.994797188E1;1.332344532E0;4.170852661E0;7.275193691E0;8.491148163E0
1.994992188E1;1.316763043E0;4.164761543E0;7.267129898E0;8.478813630E0
1.995192188E1;1.308479071E0;4.163555145E0;7.265070915E0;8.475173410E0
1.995392188E1;1.293299913E0;4.162472725E0;7.273776531E0;8.479777643E0
1.995637969E1;1.277574658E0;4.152637482E0;7.283525467E0;8.480939706E0
1.995829219E1;1.262950897E0;4.147839546E0;7.290286541E0;8.482210544E0
1.995992188E1;1.241297841E0;4.149620533E0;7.304651737E0;8.492238097E0
1.996192188E1;1.215488315E0;4.139708996E0;7.322799683E0;8.499293947E0
1.996392188E1;1.204704881E0;4.107616901E0;7.336552143E0;8.494046610E0
1.996637656E1;1.214521170E0;4.078273773E0;7.346167564E0;8.489614628E0
1.996796719E1;1.232084990E0;4.057070732E0;7.356644630E0;8.491058625E0
1.996992188E1;1.246201158E0;4.038836479E0;7.383890629E0;8.508058430E0
1.997192188E1;1.257856131E0;4.017623901E0;7.411500454E0;8.523722358E0
1.997392188E1;1.259675622E0;4.007213593E0;7.447930813E0;8.550802117E0
1.997637656E1;1.248949766E0;4.000567436E0;7.500842094E0;8.592266724E0
1.997796719E1;1.243816495E0;3.986240387E0;7.545106411E0;8.623562063E0
1.997992188E1;1.265795231E0;3.965525866E0;7.583509445E0;8.650852470E0
1.998192188E1;1.292763591E0;3.941296577E0;7.615965366E0;8.672253737E0
1.998392188E1;1.319875479E0;3.924201965E0;7.650968075E0;8.699353127E0
1.998637812E1;1.333350062E0;3.904454708E0;7.696084976E0;8.732257035E0
1.998796719E1;1.337659717E0;3.881365061E0;7.731978416E0;8.754302855E0
1.998992188E1;1.345024228E0;3.870275021E0;7.765315533E0;8.779991129E0
1.999192188E1;1.353049517E0;3.857422829E0;7.799504757E0;8.805834902E0
1.999392188E1;1.362904072E0;3.858572006E0;7.825496197E0;8.830881958E0
1.999637969E1;1.349707246E0;3.859788418E0;7.847216129E0;8.848642679E0
1.999797031E1;1.333024383E0;3.865486622E0;7.867921352E0;8.866968323E0
1.999992188E1;1.315096736E0;3.855459690E0;7.894535065E0;8.883565317E0
2.000192188E1;1.313985705E0;3.843536377E0;7.925295830E0;8.905596235E0
2.000392188E1;1.314866781E0;3.848411083E0;7.951795101E0;8.931415781E0
2.000637812E1;1.314244390E0;3.846821308E0;7.981368065E0;8.956981003E0
2.000798281E1;1.318592191E0;3.843584538E0;8.015165329E0;8.986362040E0
2.000992188E1;1.331272006E0;3.840529203E0;8.051480293E0;9.019328391E0
2.001192188E1;1.323361397E0;3.833289385E0;8.091261864E0;9.050630444E0
2.001392188E1;1.325104475E0;3.826853752E0;8.125604630E0;9.078885510E0
2.001637656E1;1.320708752E0;3.829113722E0;8.156690598E0;9.107029428E0
2.001796563E1;1.319741488E0;3.822007895E0;8.180939674E0;9.125636191E0
2.001992188E1;1.320967317E0;3.820619106E0;8.201270103E0;9.143463037E0
2.002192188E1;1.323514700E0;3.824842453E0;8.221631050E0;9.163859890E0
2.002392188E1;1.314694405E0;3.824038029E0;8.243073463E0;9.181500332E0
2.002637812E1;1.314148545E0;3.820054293E0;8.260091782E0;9.195048528E0
2.002796719E1;1.311907649E0;3.818809032E0;8.269543648E0;9.202703747E0
2.002992188E1;1.317988873E0;3.830866337E0;8.280317307E0;9.218258309E0
2.003192188E1;1.339479208E0;3.845643282E0;8.295669556E0;9.241282929E0
2.003392188E1;1.352398276E0;3.862891197E0;8.307238579E0;9.260730117E0
2.003637813E1;1.359102130E0;3.878491879E0;8.327693939E0;9.286567945E0
2.003829688E1;1.370900750E0;3.892569780E0;8.340719223E0;9.305861890E0
2.003992188E1;1.385361671E0;3.923799753E0;8.349357605E0;9.328837220E0
2.004192188E1;1.397399783E0;3.949283600E0;8.349836349E0;9.341805723E0
2.004392188E1;1.403117061E0;3.969442844E0;8.334273338E0;9.337308288E0
2.004637969E1;1.395436525E0;3.984200716E0;8.314133644E0;9.324479433E0
2.004797031E1;1.382699370E0;3.993566751E0;8.284081459E0;9.299808523E0
2.004992188E1;1.375172019E0;3.999695778E0;8.248197556E0;9.269381172E0
2.005192188E1;1.357646465E0;4.005068779E0;8.210676193E0;9.235744875E0
2.005392188E1;1.333091497E0;4.007233143E0;8.168010712E0;9.195186207E0
2.005637813E1;1.311773539E0;4.014578342E0;8.116660118E0;9.149741010E0
2.005796719E1;1.279681683E0;4.026779175E0;8.064571381E0;9.104386156E0
2.005992188E1;1.262271047E0;4.036384583E0;8.014829636E0;9.062186424E0
2.006192188E1;1.243299365E0;4.046785355E0;7.972049713E0;9.026396936E0
2.006392188E1;1.227430582E0;4.059531689E0;7.928380013E0;8.991417741E0
2.006637812E1;1.213812351E0;4.084881783E0;7.888942242E0;8.966326410E0
2.006796719E1;1.200012207E0;4.113478184E0;7.863381863E0;8.955082712E0
2.006992188E1;1.178426027E0;4.135916710E0;7.837102890E0;8.939500917E0
2.007177188E1;1.150442600E0;4.156276703E0;7.811657906E0;8.923012577E0
2.007392188E1;1.139046311E0;4.167835712E0;7.799667358E0;8.916450635E0
2.007652188E1;1.122478366E0;4.186577797E0;7.774882793E0;8.901471439E0
2.007801406E1;1.101553082E0;4.215633869E0;7.725811005E0;8.869788261E0
2.007977188E1;1.093355298E0;4.229750156E0;7.696247578E0;8.849770560E0
2.008192188E1;1.084037066E0;4.234145641E0;7.681135178E0;8.837588092E0
2.008392188E1;1.071721315E0;4.246863842E0;7.639648438E0;8.806172115E0
2.008637812E1;1.054588437E0;4.257426739E0;7.595298290E0;8.770769369E0
2.008811250E1;1.031527519E0;4.270709991E0;7.539791584E0;8.726480962E0
2.008977188E1;1.010717034E0;4.300446033E0;7.481813431E0;8.688666021E0
2.009192188E1;1.006780982E0;4.312982082E0;7.463291645E0;8.678487459E0
2.009392188E1;1.003936648E0;4.335707664E0;7.418749809E0;8.651248377E0
2.009637969E1;1.006962895E0;4.360109329E0;7.380940914E0;8.631501400E0
2.009796719E1;1.012124777E0;4.385555267E0;7.355926037E0;8.623638410E0
2.009992188E1;1.020916343E0;4.422760963E0;7.336456776E0;8.627090051E0
2.010192188E1;1.043354750E0;4.450170040E0;7.327808380E0;8.636514238E0
2.010392188E1;1.067947984E0;4.476553917E0;7.344041348E0;8.666890514E0
2.010637656E1;1.105623126E0;4.514257908E0;7.364085674E0;8.708081578E0
2.010797188E1;1.146171331E0;4.551702976E0;7.390738010E0;8.755267960E0
2.010992188E1;1.186288595E0;4.580174923E0;7.418864727E0;8.799138412E0
2.011192188E1;1.214779615E0;4.612027168E0;7.461050987E0;8.855154767E0
2.011392188E1;1.243318439E0;4.642519951E0;7.505046368E0;8.912045400E0
2.011637812E1;1.263305306E0;4.660083771E0;7.544435978E0;8.957166699E0
2.011838906E1;1.283397436E0;4.678241253E0;7.582734108E0;9.001716878E0
2.011977812E1;1.303374648E0;4.702863216E0;7.626384735E0;9.054140049E0
2.012192188E1;1.301267862E0;4.704635143E0;7.643115044E0;9.068853150E0
2.012392188E1;1.301698685E0;4.711645603E0;7.670026302E0;9.095236513E0
2.012637500E1;1.318640113E0;4.715265274E0;7.687293530E0;9.114111046E0
2.012796406E1;1.335093021E0;4.718378067E0;7.691238880E0;9.121442894E0
2.012992188E1;1.337860703E0;4.713665962E0;7.696276188E0;9.123660736E0
2.013192188E1;1.320363879E0;4.708542347E0;7.701926708E0;9.123234450E0
2.013392188E1;1.293386102E0;4.708226681E0;7.708793163E0;9.125006198E0
2.013637812E1;1.267298818E0;4.709672451E0;7.719317913E0;9.130987347E0
2.013796719E1;1.236997843E0;4.711683750E0;7.732984543E0;9.139429816E0
2.013992188E1;1.209349632E0;4.712315559E0;7.751677990E0;9.151882655E0
2.014192188E1;1.196880579E0;4.716117859E0;7.764559269E0;9.163114723E0
2.014392188E1;1.186499238E0;4.719287395E0;7.774576187E0;9.171885785E0
2.014639375E1;1.178636670E0;4.715773106E0;7.797541618E0;9.188544807E0
2.014797188E1;1.178215384E0;4.721308231E0;7.824959755E0;9.214604608E0
2.014992188E1;1.161302686E0;4.716319084E0;7.856678009E0;9.236865213E0
2.015192188E1;1.140549779E0;4.710745335E0;7.892964840E0;9.262336064E0
2.015392188E1;1.120122433E0;4.695297718E0;7.929432869E0;9.283124504E0
2.015637812E1;1.107165098E0;4.681947708E0;7.959925652E0;9.300906691E0
2.015796875E1;1.089888573E0;4.676220894E0;7.981722832E0;9.314655029E0
2.015992188E1;1.074508190E0;4.673798084E0;8.009533882E0;9.335501561E0
2.016192188E1;1.066205025E0;4.682081699E0;8.043043137E0;9.367455636E0
2.016392188E1;1.058419108E0;4.685174942E0;8.083064079E0;9.402501803E0
2.016637656E1;1.048803926E0;4.691850185E0;8.123909950E0;9.439881393E0
2.016796719E1;1.039773107E0;4.712928772E0;8.168920517E0;9.488102452E0
2.016992188E1;1.026672006E0;4.727686405E0;8.221870422E0;9.539613587E0
2.017192188E1;1.019958735E0;4.744867325E0;8.274044991E0;9.592387724E0
2.017392188E1;1.001791477E0;4.758284092E0;8.326669693E0;9.642524661E0
2.017637813E1;9.875507355E-1;4.769843578E0;8.377484322E0;9.690660853E0
2.017796875E1;9.751679301E-1;4.767305851E0;8.416154861E0;9.721616132E0
2.017992188E1;9.635896087E-1;4.762440681E0;8.455688477E0;9.752333761E0
2.018192188E1;9.724385142E-1;4.747855186E0;8.486286163E0;9.772656670E0
2.018392188E1;9.892266989E-1;4.737856865E0;8.501571655E0;9.782769431E0
2.018637500E1;1.008983612E0;4.742137909E0;8.521308899E0;9.804010671E0
2.018796562E1;1.019920349E0;4.747634888E0;8.540011406E0;9.824055647E0
2.018992188E1;1.037647009E0;4.770618916E0;8.556244850E0;9.851134051E0
2.019192188E1;1.061014414E0;4.797539711E0;8.570657730E0;9.879185836E0
2.019392188E1;1.090357780E0;4.826585770E0;8.588078499E0;9.911604440E0
2.019638281E1;1.107107520E0;4.861101151E0;8.602471352E0;9.942761428E0
2.019829375E1;1.117862344E0;4.889822006E0;8.611291885E0;9.965657199E0
2.019992188E1;1.113208055E0;4.917939663E0;8.620486259E0;9.986898720E0
2.020192188E1;1.108802676E0;4.938969612E0;8.618896484E0;9.995410988E0
2.020392188E1;1.101591349E0;4.955279350E0;8.615994453E0;1.000018287E1
2.020637812E1;1.099244952E0;4.965564728E0;8.615065575E0;1.000422548E1
2.020797188E1;1.090932369E0;4.961590290E0;8.613666534E0;1.000013814E1
2.020992188E1;1.086900473E0;4.958928108E0;8.597070694E0;9.984084592E0
2.021192188E1;1.084966063E0;4.955930710E0;8.560296059E0;9.950732092E0
2.021392188E1;1.078061104E0;4.952655315E0;8.500038147E0;9.896547828E0
2.021637813E1;1.053851008E0;4.956035614E0;8.438622475E0;9.842928437E0
2.021829375E1;1.024373531E0;4.967010975E0;8.363702774E0;9.781209703E0
2.022012031E1;9.831453562E-1;4.980983257E0;8.284732819E0;9.716664390E0
2.022220469E1;9.407393336E-1;5.013410568E0;8.206346512E0;9.662473756E0
2.022442656E1;8.935927153E-1;5.042016506E0;8.119091988E0;9.598963126E0
2.022637656E1;8.453064561E-1;5.072873116E0;8.047677994E0;9.550586670E0
2.022796406E1;8.117014170E-1;5.100042343E0;7.990140438E0;9.513760314E0
2.022992188E1;7.944056988E-1;5.121178150E0;7.958776474E0;9.497350632E0
2.023192188E1;7.807108760E-1;5.133378983E0;7.942591667E0;9.489249267E0
2.023392188E1;7.707605362E-1;5.154160500E0;7.932353973E0;9.491137014E0
2.023637812E1;7.594695091E-1;5.170719147E0;7.935179234E0;9.501589335E0
2.023796719E1;7.387165427E-1;5.187210560E0;7.961649418E0;9.531039659E0
2.023992188E1;7.360255122E-1;5.196509361E0;8.005338669E0;9.572402535E0
2.024192188E1;7.195342183E-1;5.208470821E0;8.050943375E0;9.615798823E0
2.024392188E1;7.037804127E-1;5.222337723E0;8.104458809E0;9.666973195E0
2.024638125E1;6.889937520E-1;5.233399391E0;8.149871826E0;9.709973860E0
2.024797031E1;6.692655683E-1;5.242640972E0;8.190497398E0;9.747689388E0
2.024992188E1;6.517687440E-1;5.245456696E0;8.231600761E0;9.782579902E0
2.025192344E1;6.469132900E-1;5.250886917E0;8.267561913E0;9.815441416E0
2.025392188E1;6.322607994E-1;5.250110626E0;8.297431946E0;9.839247542E0
2.025637812E1;6.208931208E-1;5.250417709E0;8.331802368E0;9.867690971E0
2.025796562E1;6.164398789E-1;5.245437622E0;8.365474701E0;9.893218937E0
2.025992188E1;6.099276543E-1;5.231570244E0;8.397681236E0;9.912738729E0
2.026192188E1;6.033771634E-1;5.220077991E0;8.422801971E0;9.927581341E0
2.026392188E1;6.053308249E-1;5.219924927E0;8.447816849E0;9.948851751E0
2.026637813E1;5.996517539E-1;5.220460892E0;8.479860306E0;9.976012478E0
2.026796563E1;5.877478123E-1;5.218737125E0;8.519766808E0;1.000835107E1
2.026992188E1;5.854206085E-1;5.223707676E0;8.563551903E0;1.004809735E1
2.027192188E1;5.890406370E-1;5.222587109E0;8.607681274E0;1.008536375E1
2.027392188E1;6.016341448E-1;5.223171234E0;8.654282570E0;1.012620799E1
2.027637656E1;6.274149418E-1;5.221830368E0;8.699744225E0;1.016595846E1
2.027828750E1;6.519028544E-1;5.222414494E0;8.752962112E0;1.021337046E1
2.027992188E1;6.692942977E-1;5.216946125E0;8.811399460E0;1.026183425E1
2.028192188E1;6.879020333E-1;5.222385883E0;8.869319916E0;1.031558817E1
2.028392188E1;6.959465146E-1;5.223640442E0;8.937344551E0;1.037530186E1
2.028637656E1;7.062607408E-1;5.222481728E0;9.008078575E0;1.043640739E1
2.028797188E1;7.167282104E-1;5.215289593E0;9.076764107E0;1.049288290E1
2.028992188E1;7.240353227E-1;5.216927052E0;9.143255234E0;1.055176152E1
2.029192188E1;7.261039615E-1;5.219676018E0;9.214879990E0;1.061537837E1
2.029392188E1;7.272818685E-1;5.212522030E0;9.292451859E0;1.067937200E1
2.029637812E1;7.312753797E-1;5.192209244E0;9.363004684E0;1.073124677E1
2.029796875E1;7.400381565E-1;5.171628952E0;9.425282478E0;1.077633297E1
2.029992188E1;7.559548616E-1;5.156478405E0;9.485970497E0;1.082332544E1
2.030192188E1;7.673608065E-1;5.132833481E0;9.537436485E0;1.085806230E1
2.030392969E1;7.754053473E-1;5.115690708E0;9.586182594E0;1.089341276E1
2.030637813E1;7.888319492E-1;5.110816479E0;9.638941765E0;1.093855106E1
2.030796094E1;7.966945767E-1;5.114819527E0;9.692121506E0;1.098787151E1
2.030992188E1;8.138657808E-1;5.124597073E0;9.749668121E0;1.104445115E1
2.031192188E1;8.292365670E-1;5.127221107E0;9.808537483E0;1.109880341E1
2.031392188E1;8.525465131E-1;5.137880325E0;9.862416267E0;1.115311187E1
2.031637656E1;8.766704798E-1;5.157225609E0;9.902399063E0;1.119924258E1
2.031795938E1;9.008901715E-1;5.182326317E0;9.948702812E0;1.125365704E1
2.031992188E1;9.175825715E-1;5.200215816E0;9.994709969E0;1.130391214E1
2.032192188E1;9.250046611E-1;5.223161697E0;1.002118969E1;1.133848731E1
2.032392188E1;9.136847854E-1;5.234481335E0;1.003316975E1;1.135337438E1
2.032637812E1;8.961305618E-1;5.245666981E0;1.003804493E1;1.136144437E1
2.032796250E1;8.859983087E-1;5.265845776E0;1.002198410E1;1.135580424E1
2.032992344E1;8.722651601E-1;5.276427746E0;9.990707397E0;1.133206824E1
2.033192188E1;8.428834677E-1;5.281752586E0;9.954860687E0;1.130073512E1
2.033392188E1;8.014446497E-1;5.285161972E0;9.905071259E0;1.125547366E1
2.033637812E1;7.573722005E-1;5.296893597E0;9.837008476E0;1.119809940E1
2.033796094E1;7.191224098E-1;5.314036369E0;9.754858017E0;1.113163845E1
2.033992188E1;6.808822751E-1;5.336732864E0;9.654733658E0;1.105252009E1
2.034192188E1;6.435997486E-1;5.366019249E0;9.526145935E0;1.095243533E1
2.034392188E1;6.081463695E-1;5.396454334E0;9.401944160E0;1.085762936E1
2.034639375E1;5.664777160E-1;5.424983501E0;9.283823013E0;1.076757692E1
2.034796875E1;5.259103179E-1;5.460360050E0;9.153445244E0;1.067134825E1
2.034992188E1;4.910316169E-1;5.500870228E0;9.014121056E0;1.057142676E1
2.035192188E1;4.658350348E-1;5.550899506E0;8.871982574E0;1.047576071E1
2.035392188E1;4.480892122E-1;5.593966484E0;8.724347115E0;1.037340241E1
2.035637813E1;4.426017106E-1;5.629840851E0;8.570964813E0;1.026413377E1
2.035829531E1;4.381101727E-1;5.655276775E0;8.426766396E0;1.015797656E1
2.035992188E1;4.343943894E-1;5.675991058E0;8.313778877E0;1.007593629E1
2.036192188E1;4.310712218E-1;5.680990696E0;8.196051598E0;9.981720266E0
2.036392188E1;4.655956030E-1;5.674468517E0;8.045992851E0;9.856691797E0
2.036637656E1;5.131061673E-1;5.664527893E0;7.904160023E0;9.737859100E0
2.036795938E1;5.579926968E-1;5.661300659E0;7.795588017E0;9.650537473E0
2.036992188E1;5.952751637E-1;5.662593365E0;7.707376003E0;9.582429806E0
2.037192188E1;6.202514768E-1;5.666289806E0;7.628396034E0;9.522813561E0
2.037392188E1;6.353349686E-1;5.679237843E0;7.569948673E0;9.484804474E0
2.037637813E1;6.342335939E-1;5.690739632E0;7.538125038E0;9.466261083E0
2.037796094E1;6.456683278E-1;5.704520702E0;7.531670094E0;9.470189989E0
2.037992188E1;6.657891870E-1;5.717421055E0;7.553217888E0;9.496487731E0
2.038192188E1;6.947686076E-1;5.722506046E0;7.605650902E0;9.543359184E0
2.038392188E1;7.221486568E-1;5.720101833E0;7.682006836E0;9.604909822E0
2.038637812E1;7.482742071E-1;5.714039803E0;7.787936211E0;9.688246259E0
2.038796094E1;7.721779346E-1;5.704405785E0;7.922413349E0;9.792912610E0
2.038992188E1;7.978437543E-1;5.694388866E0;8.066678047E0;9.906256303E0
2.039192188E1;8.116726875E-1;5.672840595E0;8.234148026E0;1.003200512E1
2.039392188E1;8.330577016E-1;5.644522190E0;8.402364731E0;1.015649295E1
2.039638125E1;8.383823633E-1;5.604452610E0;8.574412346E0;1.027780721E1
2.039796250E1;8.388995528E-1;5.554921150E0;8.748738289E0;1.039717861E1
2.039992344E1;8.353561163E-1;5.501808643E0;8.918582916E0;1.051231846E1
2.040192188E1;8.299452662E-1;5.443791866E0;9.081676483E0;1.062075924E1
2.040392188E1;8.176581860E-1;5.375787258E0;9.234215736E0;1.071626772E1
2.040637500E1;8.016840816E-1;5.291722298E0;9.370427132E0;1.079119673E1
2.040796406E1;7.734612226E-1;5.212703705E0;9.486095428E0;1.085156803E1
2.040992188E1;7.614423037E-1;5.141098022E0;9.589428902E0;1.090723750E1
2.041192188E1;7.383526564E-1;5.064617634E0;9.683529854E0;1.095291134E1
2.041392188E1;7.123516202E-1;4.999677181E0;9.774174690E0;1.100175930E1
2.041637812E1;6.952090859E-1;4.931279659E0;9.855741501E0;1.104248501E1
2.041796250E1;6.774154305E-1;4.872152328E0;9.924713135E0;1.107685383E1
2.041992344E1;6.636727452E-1;4.817114830E0;9.980910301E0;1.110241538E1
2.042192188E1;6.583480239E-1;4.760468006E0;1.003492260E1;1.112632686E1
2.042392188E1;6.509451270E-1;4.704021931E0;1.007795143E1;1.114076555E1
2.042637656E1;6.382080317E-1;4.647815704E0;1.011824131E1;1.115295062E1
2.042797344E1;6.384569407E-1;4.602756977E0;1.014315987E1;1.115691226E1
2.042992188E1;6.269743443E-1;4.557592869E0;1.014549732E1;1.113983238E1
2.043192188E1;6.188053489E-1;4.512878895E0;1.013271236E1;1.110949395E1
2.043392188E1;6.045168042E-1;4.463385582E0;1.009660721E1;1.105571022E1
2.043637812E1;5.862442255E-1;4.431782246E0;1.004292011E1;1.099293503E1
2.043828594E1;5.657306910E-1;4.390554428E0;9.973075867E0;1.091142803E1
2.043992188E1;5.263413191E-1;4.356565952E0;9.879568100E0;1.081029916E1
2.044192188E1;4.883309603E-1;4.335515976E0;9.771043777E0;1.070086269E1
2.044392188E1;4.383112788E-1;4.314935684E0;9.651113510E0;1.058086852E1
2.044638125E1;3.940089643E-1;4.300762177E0;9.517066002E0;1.045114078E1
2.044796250E1;3.496683538E-1;4.303855419E0;9.386467934E0;1.033204818E1
2.044992188E1;3.099341989E-1;4.313690662E0;9.253062248E0;1.021387034E1
2.045192188E1;2.848142385E-1;4.324177265E0;9.115740776E0;1.009338189E1
2.045392188E1;2.763770819E-1;4.339212894E0;8.980028152E0;9.977277106E0
2.045637656E1;2.802652717E-1;4.359295368E0;8.844545364E0;9.864481103E0
2.045795938E1;2.895068526E-1;4.367244244E0;8.713333130E0;9.750836412E0
2.045992188E1;3.107194901E-1;4.375183105E0;8.583701134E0;9.639434577E0
2.046192188E1;3.336463571E-1;4.383591652E0;8.464604378E0;9.538171886E0
2.046392188E1;3.539971113E-1;4.399738312E0;8.359977722E0;9.453689157E0
2.046637813E1;3.683910072E-1;4.409707546E0;8.277588844E0;9.386144557E0
2.046796094E1;3.703446984E-1;4.427319527E0;8.208444595E0;9.333642165E0
2.046992188E1;3.560656607E-1;4.446808338E0;8.161747932E0;9.301344874E0
2.047192188E1;3.394020498E-1;4.473843575E0;8.133878708E0;9.289265467E0
2.047392188E1;3.116388619E-1;4.495985508E0;8.118603706E0;9.285619560E0
2.047637812E1;2.821231484E-1;4.523652554E0;8.114878654E0;9.294852418E0
2.047796094E1;2.361927778E-1;4.543333054E0;8.123449326E0;9.310643974E0
2.047992188E1;1.953668445E-1;4.564124107E0;8.138178825E0;9.332703342E0
2.048192188E1;1.555369198E-1;4.574102879E0;8.141511917E0;9.339744385E0
2.048392188E1;1.069346219E-1;4.575242519E0;8.133821487E0;9.332916538E0
2.048637656E1;5.636908486E-2;4.577799797E0;8.117292404E0;9.319327467E0
2.048795938E1;1.000776328E-2;4.589311123E0;8.094959259E0;9.305387802E0
2.048992188E1;-4.282747954E-2;4.599251747E0;8.056268692E0;9.276767544E0
2.049192188E1;-9.724289924E-2;4.617514610E0;8.009494781E0;9.245696513E0
2.049392188E1;-1.648551524E-1;4.639551163E0;7.953901768E0;9.209623529E0
2.049638125E1;-2.268075049E-1;4.650487900E0;7.884489059E0;9.156617666E0
2.049796719E1;-2.873233557E-1;4.661031723E0;7.806045532E0;9.096269471E0
2.049992188E1;-3.594271243E-1;4.671710014E0;7.718743801E0;9.029566334E0
2.050192188E1;-4.287345111E-1;4.681210041E0;7.622410297E0;8.955371543E0
2.050392188E1;-4.893365204E-1;4.688641548E0;7.518224239E0;8.873922780E0
2.050637812E1;-5.379005075E-1;4.705860615E0;7.415129662E0;8.798784517E0
2.050796094E1;-5.746849775E-1;4.714020729E0;7.318327427E0;8.724114315E0
2.050992188E1;-6.114599705E-1;4.724947453E0;7.235823154E0;8.663495163E0
2.051192188E1;-6.427569389E-1;4.732293129E0;7.166180611E0;8.611729169E0
2.051392188E1;-6.661052108E-1;4.734658241E0;7.110233307E0;8.568319701E0
2.051637813E1;-6.878637075E-1;4.738068104E0;7.069455147E0;8.538128712E0
2.051828594E1;-7.083389163E-1;4.737378120E0;7.049123764E0;8.522595926E0
2.051992188E1;-7.266689539E-1;4.740471840E0;7.037056446E0;8.515884244E0
2.052192188E1;-7.353455424E-1;4.749195576E0;7.047753811E0;8.530323878E0
2.052392188E1;-7.278373241E-1;4.743565083E0;7.074482918E0;8.548652842E0
2.052637656E1;-7.190553546E-1;4.743421078E0;7.109783173E0;8.577068315E0
2.052796094E1;-7.016830444E-1;4.738345146E0;7.159869671E0;8.614406975E0
2.052992188E1;-6.857089400E-1;4.731029034E0;7.228497028E0;8.666256502E0
2.053192188E1;-6.583576202E-1;4.735989571E0;7.296109200E0;8.723315965E0
2.053392188E1;-6.374130845E-1;4.732283115E0;7.378201485E0;8.788552558E0
2.053637813E1;-6.153289676E-1;4.720551968E0;7.469669819E0;8.857663790E0
2.053796094E1;-5.926893950E-1;4.704587460E0;7.558705330E0;8.922917132E0
2.053992188E1;-5.651465654E-1;4.690318108E0;7.652107716E0;8.992954302E0
2.054192188E1;-5.319245458E-1;4.673347473E0;7.749025345E0;9.064795316E0
2.054392188E1;-4.858793020E-1;4.650056839E0;7.847273827E0;9.134484868E0
2.054638125E1;-4.397190809E-1;4.638085842E0;7.941375256E0;9.207096942E0
2.054796250E1;-3.948421776E-1;4.628480434E0;8.032441139E0;9.278946176E0
2.054992344E1;-3.443532288E-1;4.626220226E0;8.126706123E0;9.357555511E0
2.055192188E1;-2.986623049E-1;4.615417480E0;8.224810600E0;9.436036620E0
2.055392188E1;-2.657276690E-1;4.600506306E0;8.325596809E0;9.515820075E0
2.055637813E1;-2.346988022E-1;4.588449001E0;8.420781136E0;9.592627518E0
2.055796094E1;-2.109866291E-1;4.570808411E0;8.511310577E0;9.663292018E0
2.055977188E1;-1.955871284E-1;4.559670925E0;8.595796585E0;9.732243945E0
2.056192188E1;-1.890653223E-1;4.557707310E0;8.637245178E0;9.767827081E0
2.056392188E1;-1.833575368E-1;4.544367313E0;8.715918541E0;9.831181530E0
2.056637656E1;-1.726219505E-1;4.527339935E0;8.777401924E0;9.877721891E0
2.056839375E1;-1.717504561E-1;4.505016327E0;8.837305069E0;9.920818071E0
2.056997500E1;-1.729762852E-1;4.465301037E0;8.905214310E0;9.963517253E0
2.057177188E1;-1.632366776E-1;4.444299221E0;8.933120728E0;9.978932193E0
2.057392188E1;-1.554315835E-1;4.433401108E0;8.944133759E0;9.983823569E0
2.057637656E1;-1.364024729E-1;4.413155079E0;8.962397575E0;9.990951591E0
2.057796719E1;-1.110334992E-1;4.396530151E0;8.980736732E0;9.999771901E0
2.057992188E1;-9.952218086E-2;4.382337570E0;8.990562439E0;1.000224976E1
2.058192188E1;-9.496361762E-2;4.375719547E0;8.996644020E0;1.000477602E1
2.058392188E1;-9.499234706E-2;4.371467590E0;8.993397713E0;9.999997743E0
2.058637812E1;-9.434112906E-2;4.372061729E0;8.980688095E0;9.988822887E0
2.058795938E1;-9.753978252E-2;4.376897335E0;8.960606575E0;9.972924069E0
2.058992188E1;-1.091085598E-1;4.382547855E0;8.923123360E0;9.941869084E0
2.059192188E1;-1.295263022E-1;4.377749920E0;8.881846428E0;9.902962556E0
2.059392188E1;-1.437861770E-1;4.379540920E0;8.833540916E0;9.860654048E0
2.059638125E1;-1.538418233E-1;4.373737335E0;8.777143478E0;9.807726201E0
2.059840781E1;-1.555943787E-1;4.367588997E0;8.716081619E0;9.750390867E0
2.059977188E1;-1.409418583E-1;4.356355667E0;8.624469757E0;9.663290221E0
2.060192188E1;-1.384231746E-1;4.350274086E0;8.591439247E0;9.631037012E0
2.060392188E1;-1.262031645E-1;4.347161770E0;8.535079956E0;9.579213566E0
