"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
4.027923437E0;-1.051609993E0;4.131865025E0;9.138237000E0;1.008392620E1
4.029921875E0;-1.045624495E0;4.142380714E0;9.091080666E0;1.004491893E1
4.031921875E0;-1.045806408E0;4.156860828E0;9.044096947E0;1.000844107E1
4.033921875E0;-1.059242725E0;4.171772003E0;9.007187843E0;9.982740588E0
4.036098437E0;-1.072449088E0;4.203384876E0;8.981205940E0;9.973998777E0
4.037923437E0;-1.093154192E0;4.227672100E0;8.965615273E0;9.972484880E0
4.039921875E0;-1.107797146E0;4.244756699E0;8.955080032E0;9.971892114E0
4.041921875E0;-1.121865511E0;4.246844769E0;8.948348045E0;9.968310060E0
4.043921875E0;-1.138720632E0;4.243693829E0;8.941260338E0;9.962517675E0
4.045921875E0;-1.154397845E0;4.246787071E0;8.927834511E0;9.953595525E0
4.047923437E0;-1.163859725E0;4.243521690E0;8.916811943E0;9.943418981E0
4.049921875E0;-1.175409436E0;4.233973026E0;8.911697388E0;9.936119225E0
4.051921875E0;-1.187629342E0;4.216658592E0;8.908116341E0;9.926994000E0
4.053921875E0;-1.194409847E0;4.198414326E0;8.914216042E0;9.925550129E0
4.055921875E0;-1.194112897E0;4.187994957E0;8.923860550E0;9.929778169E0
4.057921875E0;-1.187897563E0;4.169617176E0;8.933341026E0;9.929823257E0
4.059921875E0;-1.195252538E0;4.161132336E0;8.952389717E0;9.944291457E0
4.061921875E0;-1.206830978E0;4.158336163E0;8.980545044E0;9.969874118E0
4.063771875E0;-1.212969661E0;4.141767979E0;9.004487038E0;9.985305413E0
4.065921875E0;-1.214837074E0;4.132746696E0;9.018584251E0;9.994512808E0
4.067921875E0;-1.222230315E0;4.116590500E0;9.054315567E0;1.002101765E1
4.069921875E0;-1.215880990E0;4.105883121E0;9.090266228E0;1.004836220E1
4.071921875E0;-1.215976715E0;4.092380047E0;9.120960236E0;1.007065487E1
4.073921875E0;-1.216666222E0;4.080629349E0;9.158597946E0;1.010008559E1
4.075921875E0;-1.211849093E0;4.062538624E0;9.197794914E0;1.012779490E1
4.077921875E0;-1.199696183E0;4.045779705E0;9.240345001E0;1.015832565E1
4.079921875E0;-1.180954337E0;4.026731014E0;9.277425766E0;1.018233002E1
4.081921875E0;-1.165956974E0;4.001707077E0;9.318070412E0;1.020781815E1
4.083921875E0;-1.154627681E0;3.983137608E0;9.354059219E0;1.023215394E1
4.085921875E0;-1.132572293E0;3.957615376E0;9.390115738E0;1.025279050E1
4.087921875E0;-1.118973255E0;3.933299780E0;9.437186241E0;1.028510731E1
4.089921875E0;-1.106140375E0;3.912125587E0;9.481441498E0;1.031629808E1
4.091921875E0;-1.096362472E0;3.886201143E0;9.525982857E0;1.034644477E1
4.093921875E0;-1.093384027E0;3.861330032E0;9.569950104E0;1.037734567E1
4.095921875E0;-1.097281694E0;3.840586901E0;9.610019684E0;1.040704632E1
4.097921875E0;-1.111388445E0;3.817947149E0;9.643671989E0;1.043131411E1
4.099921875E0;-1.109942436E0;3.794158459E0;9.668447495E0;1.044540509E1
4.101921875E0;-1.111034036E0;3.770915508E0;9.683549881E0;1.045109270E1
4.103921875E0;-1.110392451E0;3.744742155E0;9.693078995E0;1.045044715E1
4.105921875E0;-1.103995085E0;3.720531940E0;9.698385239E0;1.044604419E1
4.107921875E0;-1.103726983E0;3.689301968E0;9.695778847E0;1.043251119E1
4.109921875E0;-1.111149073E0;3.675520897E0;9.688501358E0;1.042166804E1
4.111921875E0;-1.116387606E0;3.662477255E0;9.673982620E0;1.040413383E1
4.113921875E0;-1.104713321E0;3.658052921E0;9.652712822E0;1.038155131E1
4.116098437E0;-1.091899633E0;3.652469635E0;9.630867958E0;1.035791470E1
4.118490625E0;-1.081767321E0;3.654298782E0;9.604598999E0;1.033307515E1
4.119771875E0;-1.056580305E0;3.654863834E0;9.573148727E0;1.030143525E1
4.121921875E0;-1.053649902E0;3.666183710E0;9.561474800E0;1.029431306E1
4.123921875E0;-1.051274776E0;3.679447412E0;9.537350655E0;1.027640839E1
4.125921875E0;-1.045816064E0;3.684858322E0;9.511281967E0;1.025360409E1
4.127923437E0;-1.033557773E0;3.687894344E0;9.475139618E0;1.021993528E1
4.129921875E0;-1.017985821E0;3.692673206E0;9.441581726E0;1.018899387E1
4.131921875E0;-1.002461910E0;3.701311350E0;9.406886101E0;1.015845174E1
4.133921875E0;-9.856162071E-1;3.710054874E0;9.370972633E0;1.012675044E1
4.135921875E0;-9.646813273E-1;3.722236633E0;9.335824966E0;1.009669666E1
4.137921875E0;-9.410936236E-1;3.736716747E0;9.302392960E0;1.006892368E1
4.139921875E0;-9.239416122E-1;3.749061346E0;9.270061493E0;1.004206996E1
4.141921875E0;-9.013115764E-1;3.758791208E0;9.231802940E0;1.000834949E1
4.143921875E0;-8.774079084E-1;3.765275002E0;9.199509621E0;9.978883592E0
4.145921875E0;-8.590874672E-1;3.772993565E0;9.166756630E0;9.950022052E0
4.147921875E0;-8.514930606E-1;3.783087730E0;9.134358406E0;9.923371237E0
4.149921875E0;-8.440518975E-1;3.788824320E0;9.100628853E0;9.893889976E0
4.151921875E0;-8.399530053E-1;3.803380966E0;9.066822052E0;9.868054010E0
4.153921875E0;-8.381429911E-1;3.816711903E0;9.033600807E0;9.842546264E0
4.155921875E0;-8.373002410E-1;3.817746162E0;9.003098488E0;9.814888682E0
4.157921875E0;-8.450478315E-1;3.821959972E0;8.975182533E0;9.791597693E0
4.159921875E0;-8.451244235E-1;3.836851835E0;8.946384430E0;9.771052229E0
4.161921875E0;-8.523836732E-1;3.837493420E0;8.921178818E0;9.748863789E0
4.163921875E0;-8.614912033E-1;3.839217186E0;8.892209053E0;9.723843764E0
4.165921875E0;-8.650729656E-1;3.842253208E0;8.861830711E0;9.697592717E0
4.167921875E0;-8.692963123E-1;3.845959425E0;8.838549614E0;9.678173343E0
4.169921875E0;-8.668350577E-1;3.852615118E0;8.814282417E0;9.658448157E0
4.171921875E0;-8.573540449E-1;3.858217716E0;8.787745476E0;9.635630257E0
4.173921875E0;-8.470015526E-1;3.859472513E0;8.764702797E0;9.614205887E0
4.175921875E0;-8.320233822E-1;3.873004436E0;8.738022804E0;9.594032979E0
4.177921875E0;-8.200332522E-1;3.890376806E0;8.708899498E0;9.573526868E0
4.179921875E0;-8.106575608E-1;3.911522150E0;8.672363281E0;9.548144118E0
4.181921875E0;-7.970488667E-1;3.934027910E0;8.651984215E0;9.537750959E0
4.183921875E0;-7.831146121E-1;3.948172569E0;8.636507988E0;9.528410432E0
4.185921875E0;-7.614806294E-1;3.970180273E0;8.612718582E0;9.514258012E0
4.187921875E0;-7.324246168E-1;3.987772703E0;8.592081070E0;9.500664927E0
4.189921875E0;-6.983503699E-1;3.997406960E0;8.572812080E0;9.484727861E0
4.191921875E0;-6.585777998E-1;4.008946896E0;8.553458214E0;9.469267519E0
4.193921875E0;-6.312743425E-1;4.021147728E0;8.542578697E0;9.462757904E0
4.196096875E0;-6.021896601E-1;4.027363300E0;8.529525757E0;9.451724561E0
4.197921875E0;-5.651177764E-1;4.038079739E0;8.519536972E0;9.444996363E0
4.199921875E0;-5.174444318E-1;4.049629211E0;8.509289742E0;9.437968923E0
4.201921875E0;-4.614967406E-1;4.062012196E0;8.507959366E0;9.439189313E0
4.203921875E0;-4.043327868E-1;4.081118107E0;8.520590782E0;9.456187249E0
4.205923437E0;-3.341730833E-1;4.108134270E0;8.535511017E0;9.478575164E0
4.207921875E0;-2.628450394E-1;4.131664276E0;8.570188522E0;9.517765941E0
4.209921875E0;-1.912679970E-1;4.165977955E0;8.609338760E0;9.566225466E0
4.211921875E0;-1.169328094E-1;4.208968163E0;8.650959015E0;9.621235791E0
4.213921875E0;-4.383304715E-2;4.250301838E0;8.692838669E0;9.676385233E0
4.216068750E0;2.919010818E-2;4.304037094E0;8.729421616E0;9.732851027E0
4.218298437E0;8.736921102E-2;4.349431038E0;8.761686325E0;9.782245703E0
4.220107812E0;1.393329650E-1;4.388169289E0;8.783205032E0;9.819375439E0
4.221921875E0;1.765196919E-1;4.428765774E0;8.798298836E0;9.851659144E0
4.223921875E0;2.046276182E-1;4.454957962E0;8.802215576E0;9.867498262E0
4.225921875E0;2.324099392E-1;4.478105545E0;8.800223351E0;9.876809944E0
4.227921875E0;2.525595427E-1;4.499174118E0;8.784009933E0;9.872445724E0
4.229921875E0;2.591675520E-1;4.513865471E0;8.759723663E0;9.857733409E0
4.231921875E0;2.710810900E-1;4.525309563E0;8.734929085E0;9.841285369E0
4.233921875E0;2.571372688E-1;4.530059338E0;8.713667870E0;9.824233554E0
4.235921875E0;2.288186550E-1;4.542480469E0;8.691124916E0;9.809288409E0
4.237921875E0;1.907508373E-1;4.550975323E0;8.661800385E0;9.786447168E0
4.239921875E0;1.587834656E-1;4.556271076E0;8.641297340E0;9.770201535E0
4.241921875E0;1.171051934E-1;4.564775467E0;8.634678841E0;9.767730922E0
4.243921875E0;8.075163513E-2;4.564210415E0;8.627199173E0;9.760486827E0
4.245921875E0;3.924575448E-2;4.557592869E0;8.617173195E0;9.748275071E0
4.247921875E0;-1.058237161E-2;4.552622795E0;8.603716850E0;9.733983252E0
4.249921875E0;-5.718311295E-2;4.537251472E0;8.593230247E0;9.717691440E0
4.251921875E0;-9.684066474E-2;4.515732288E0;8.574431419E0;9.691341000E0
4.253921875E0;-1.438149065E-1;4.497958183E0;8.555747032E0;9.667115279E0
4.255921875E0;-1.872265786E-1;4.476821899E0;8.529879570E0;9.635135370E0
4.257921875E0;-2.217892706E-1;4.457055569E0;8.499828339E0;9.600084198E0
4.259921875E0;-2.522435188E-1;4.441215515E0;8.465361595E0;9.562968628E0
4.261921875E0;-2.803514302E-1;4.428344250E0;8.432147980E0;9.528376004E0
4.263921875E0;-2.901580930E-1;4.421075344E0;8.400957108E0;9.497693364E0
4.265921875E0;-2.927821279E-1;4.415664673E0;8.374209404E0;9.471599602E0
4.267921875E0;-2.886832654E-1;4.412657261E0;8.346953392E0;9.445978671E0
4.269921875E0;-2.695488036E-1;4.418681145E0;8.323374748E0;9.427405094E0
4.271921875E0;-2.491406202E-1;4.426122665E0;8.313778877E0;9.421865639E0
4.273921875E0;-2.315767705E-1;4.442086697E0;8.318261147E0;9.432880288E0
4.276096875E0;-2.122507691E-1;4.463873863E0;8.333746910E0;9.456350132E0
4.277921875E0;-1.875521839E-1;4.485144138E0;8.359614372E0;9.488669360E0
4.279921875E0;-1.611968130E-1;4.510273933E0;8.390662193E0;9.527421866E0
4.281921875E0;-1.188385934E-1;4.536073685E0;8.426517487E0;9.570594759E0
4.283921875E0;-8.067502081E-2;4.559392929E0;8.458408356E0;9.609331103E0
4.285921875E0;-4.759673029E-2;4.578575611E0;8.490673065E0;9.646613353E0
4.287921875E0;-1.005564723E-2;4.584743023E0;8.517717361E0;9.673235175E0
4.289921875E0;4.272213206E-2;4.594491959E0;8.536133766E0;9.694161192E0
4.291921875E0;9.620860219E-2;4.601071358E0;8.544293404E0;9.704847423E0
4.293921875E0;1.433264911E-1;4.610121727E0;8.541247368E0;9.707042362E0
4.295921875E0;1.833862811E-1;4.621048927E0;8.541659355E0;9.713272788E0
4.297921875E0;2.301785648E-1;4.627542019E0;8.527658463E0;9.705054671E0
4.299921875E0;2.822189331E-1;4.638842106E0;8.515294075E0;9.700965766E0
4.301921875E0;3.264829218E-1;4.659365654E0;8.502806664E0;9.701237063E0
4.303921875E0;3.640431464E-1;4.676038742E0;8.489561081E0;9.698995467E0
4.305921875E0;4.055681825E-1;4.695240021E0;8.478433609E0;9.700185610E0
4.307921875E0;4.425346553E-1;4.711865902E0;8.464987755E0;9.698120173E0
4.309921875E0;4.818091393E-1;4.732369423E0;8.468463898E0;9.712998568E0
4.311921875E0;5.155769587E-1;4.753658772E0;8.476459503E0;9.732083899E0
4.313921875E0;5.447191596E-1;4.772908211E0;8.484945297E0;9.750470165E0
4.315921875E0;5.705670118E-1;4.779171467E0;8.495030403E0;9.763788618E0
4.317921875E0;5.886096954E-1;4.779458523E0;8.505076408E0;9.773740832E0
4.319921875E0;6.031664610E-1;4.777639389E0;8.511003494E0;9.778897095E0
4.321921875E0;6.092956066E-1;4.773310661E0;8.518042564E0;9.783291110E0
4.323921875E0;6.139786243E-1;4.768378258E0;8.525444984E0;9.787625511E0
4.325921875E0;6.238044500E-1;4.756033897E0;8.531230927E0;9.787282133E0
4.327921875E0;6.332663298E-1;4.741946220E0;8.541399956E0;9.789923054E0
4.329921875E0;6.420674324E-1;4.739581108E0;8.542856216E0;9.790621635E0
4.331921875E0;6.612018943E-1;4.732608795E0;8.559644699E0;9.803177614E0
4.333921875E0;6.777793765E-1;4.733959675E0;8.577984810E0;9.820976656E0
4.335921875E0;6.873657107E-1;4.746294022E0;8.603803635E0;9.850137844E0
4.337921875E0;7.043550014E-1;4.759222507E0;8.627189636E0;9.877991489E0
4.339921875E0;7.204248905E-1;4.772927284E0;8.648527145E0;9.904386335E0
4.341921875E0;7.235181928E-1;4.789983273E0;8.665516853E0;9.927668440E0
4.343921875E0;7.251079082E-1;4.799713612E0;8.681912422E0;9.946790213E0
4.345921875E0;7.221199274E-1;4.810372353E0;8.683884621E0;9.953441187E0
4.347921875E0;7.116621137E-1;4.823626995E0;8.671664238E0;9.948447166E0
4.349921875E0;7.018841505E-1;4.834831715E0;8.642608643E0;9.927886140E0
4.351921875E0;6.856898069E-1;4.829765797E0;8.610698700E0;9.896511520E0
4.353921875E0;6.498630047E-1;4.826097488E0;8.573645592E0;9.860067831E0
4.356098437E0;6.190352440E-1;4.826270103E0;8.528174400E0;9.818647888E0
4.357921875E0;5.802779198E-1;4.824096203E0;8.478089333E0;9.771725813E0
4.359921875E0;5.350562334E-1;4.827668667E0;8.430415154E0;9.729571912E0
4.361921875E0;4.898249507E-1;4.835779667E0;8.388421059E0;9.694859531E0
4.363921875E0;4.484818578E-1;4.850997448E0;8.355073929E0;9.671637533E0
4.365921875E0;4.111131728E-1;4.869863987E0;8.332559586E0;9.660027875E0
4.367921875E0;3.827179372E-1;4.892148972E0;8.324496269E0;9.663168875E0
4.369921875E0;3.503579199E-1;4.920400620E0;8.313003540E0;9.666391301E0
4.371921875E0;3.256210089E-1;4.955883026E0;8.318395615E0;9.688266677E0
4.373921875E0;3.108918667E-1;4.992897034E0;8.323863029E0;9.711455621E0
4.375921875E0;2.971683145E-1;5.028436661E0;8.323691368E0;9.729199466E0
4.377921875E0;2.881757021E-1;5.067260742E0;8.317925453E0;9.744129541E0
4.379921875E0;2.886641324E-1;5.110270500E0;8.315435410E0;9.764458900E0
4.381921875E0;2.908093333E-1;5.148328781E0;8.303139687E0;9.774046652E0
4.383921875E0;2.967373729E-1;5.189298153E0;8.289378166E0;9.784204555E0
4.385921875E0;3.106045723E-1;5.227528572E0;8.269026756E0;9.787764488E0
4.387921875E0;3.188597858E-1;5.260654926E0;8.237671852E0;9.779335323E0
4.389921875E0;3.149045706E-1;5.297037125E0;8.208817482E0;9.774581916E0
4.391921875E0;3.013916910E-1;5.336723804E0;8.174772263E0;9.767208376E0
4.393921875E0;2.908667922E-1;5.367761612E0;8.139481544E0;9.754415822E0
4.395921875E0;2.939313650E-1;5.397718430E0;8.112886429E0;9.748881274E0
4.397921875E0;2.941707671E-1;5.441349983E0;8.072012901E0;9.739210356E0
4.399921875E0;2.922458351E-1;5.482195377E0;8.032306671E0;9.729225264E0
4.401921875E0;2.934620976E-1;5.507238388E0;7.992554188E0;9.710649675E0
4.403921875E0;2.951571941E-1;5.526746750E0;7.946164131E0;9.683675532E0
4.405921875E0;3.179020882E-1;5.551186562E0;7.906276226E0;9.665709376E0
4.407921875E0;3.523115516E-1;5.583489418E0;7.867959499E0;9.654235557E0
4.409921875E0;3.917201161E-1;5.609308243E0;7.830782890E0;9.640484650E0
4.411921875E0;4.382921457E-1;5.634160042E0;7.800423622E0;9.632365653E0
4.413921875E0;4.842129350E-1;5.661310196E0;7.775371075E0;9.630227965E0
4.415921875E0;5.249047875E-1;5.683374882E0;7.750873566E0;9.625607311E0
4.417921875E0;5.711703300E-1;5.704070568E0;7.732198715E0;9.625463810E0
4.419921875E0;6.137296557E-1;5.721529484E0;7.724805832E0;9.632506884E0
4.421921875E0;6.531956792E-1;5.735731602E0;7.710488319E0;9.632077228E0
4.423921875E0;6.838797331E-1;5.744111538E0;7.696975708E0;9.628392592E0
4.425921875E0;7.087699175E-1;5.742444992E0;7.684180737E0;9.618974107E0
4.427921875E0;7.326353192E-1;5.739418507E0;7.675676823E0;9.612163856E0
4.429921875E0;7.635875344E-1;5.728443146E0;7.675513744E0;9.607894568E0
4.431921875E0;7.980735898E-1;5.707116127E0;7.682696342E0;9.603745052E0
4.433921875E0;8.210292459E-1;5.675665855E0;7.692751884E0;9.595087466E0
4.436096875E0;8.452872634E-1;5.645891666E0;7.712968826E0;9.595858033E0
4.437921875E0;8.622478247E-1;5.605381966E0;7.738500595E0;9.594173740E0
4.439921875E0;8.726290464E-1;5.566882610E0;7.769634724E0;9.597858469E0
4.441921875E0;8.793807626E-1;5.514554977E0;7.800960541E0;9.593675650E0
4.443921875E0;8.905760050E-1;5.460465431E0;7.846574783E0;9.600965794E0
4.445921875E0;8.986396194E-1;5.398293018E0;7.904772758E0;9.614289003E0
4.447921875E0;8.978447914E-1;5.336225510E0;7.971868038E0;9.634942033E0
4.449921875E0;8.936980367E-1;5.269647598E0;8.040686607E0;9.655077582E0
4.451921875E0;8.824261427E-1;5.198386669E0;8.114888191E0;9.677464038E0
4.453921875E0;8.775514960E-1;5.121197224E0;8.196530342E0;9.704631228E0
4.455921875E0;8.690664768E-1;5.040407658E0;8.285853386E0;9.737368856E0
4.457921875E0;8.599493504E-1;4.962854385E0;8.381506920E0;9.778501664E0
4.459921875E0;8.617498279E-1;4.884573936E0;8.489360809E0;9.832137217E0
4.461921875E0;8.592885733E-1;4.798985958E0;8.599502563E0;9.885347107E0
4.463921875E0;8.593555689E-1;4.715744019E0;8.720611572E0;9.951170777E0
4.466098437E0;8.601983786E-1;4.639780998E0;8.852101326E0;1.003131132E1
4.467989062E0;8.607155085E-1;4.569199562E0;8.986559868E0;1.011813590E1
4.469921875E0;8.654273152E-1;4.506921768E0;9.117033958E0;1.020693962E1
4.471921875E0;8.619987965E-1;4.448895931E0;9.265799522E0;1.031458956E1
4.473921875E0;8.517898917E-1;4.391511917E0;9.412258148E0;1.042120561E1
4.475921875E0;8.554865718E-1;4.338475704E0;9.545721054E0;1.052021954E1
4.477921875E0;8.453447223E-1;4.280047417E0;9.672421455E0;1.061080348E1
4.479921875E0;8.480646014E-1;4.227863312E0;9.784164429E0;1.069223622E1
4.481921875E0;8.666818738E-1;4.182373524E0;9.885955811E0;1.076919254E1
4.483921875E0;8.858929276E-1;4.135571957E0;9.971687317E0;1.083154235E1
4.485921875E0;9.120567441E-1;4.091116428E0;1.005467987E1;1.089337727E1
4.487921875E0;9.448286295E-1;4.042734146E0;1.012787533E1;1.094578728E1
4.489921875E0;9.814790487E-1;4.008985519E0;1.017958069E1;1.098449494E1
4.491921875E0;1.021136642E0;3.984545469E0;1.021998501E1;1.101668808E1
4.493921875E0;1.056714535E0;3.964261770E0;1.024999905E1;1.104058411E1
4.495921875E0;1.096324086E0;3.960507631E0;1.026917171E1;1.106089666E1
4.497921875E0;1.125686646E0;3.964472294E0;1.027763748E1;1.107312256E1
4.499921875E0;1.143240809E0;3.978847265E0;1.027926540E1;1.108158483E1
4.501921875E0;1.148805022E0;3.988605976E0;1.028203297E1;1.108823397E1
4.503921875E0;1.157510400E0;4.002482891E0;1.028037739E1;1.109260379E1
4.505921875E0;1.153612494E0;4.016876698E0;1.026715183E1;1.108514894E1
4.507921875E0;1.147387743E0;4.035225868E0;1.024424362E1;1.106996268E1
4.509921875E0;1.144840240E0;4.048039436E0;1.021197891E1;1.104453692E1
4.511921875E0;1.130417585E0;4.054197311E0;1.016922855E1;1.100579707E1
4.513921875E0;1.116856813E0;4.064760685E0;1.010984230E1;1.095347250E1
4.516098437E0;1.116866350E0;4.076703072E0;1.004607010E1;1.089910193E1
4.517921875E0;1.121262074E0;4.086231709E0;9.969944000E0;1.083301904E1
4.519921875E0;1.123397708E0;4.091470242E0;9.881292343E0;1.075370120E1
4.521921875E0;1.121137619E0;4.106688023E0;9.783100128E0;1.066915574E1
4.523921875E0;1.115391493E0;4.133378506E0;9.682400703E0;1.058668028E1
4.525921875E0;1.108026981E0;4.173285007E0;9.566415787E0;1.049572973E1
4.527921875E0;1.084822416E0;4.211621284E0;9.457585335E0;1.040963563E1
4.529921875E0;1.054665089E0;4.255195141E0;9.348955154E0;1.032579133E1
4.531921875E0;1.025216341E0;4.299382687E0;9.231830597E0;1.023535325E1
4.533921875E0;9.992919564E-1;4.347678661E0;9.120318413E0;1.015288639E1
4.535921875E0;9.749284983E-1;4.387853622E0;9.001585960E0;1.006142608E1
4.537921875E0;9.350697994E-1;4.424522877E0;8.883207321E0;9.968055504E0
4.539921875E0;9.160024524E-1;4.465856552E0;8.763352394E0;9.878222533E0
4.541921875E0;9.091741443E-1;4.505925655E0;8.638595581E0;9.785463568E0
4.543921875E0;8.938608170E-1;4.536782265E0;8.515821457E0;9.690231966E0
4.545921875E0;8.855194449E-1;4.565196991E0;8.391198158E0;9.593611144E0
4.547921875E0;8.857876062E-1;4.598198414E0;8.268959999E0;9.502828411E0
4.549771875E0;8.886223435E-1;4.629409313E0;8.161795616E0;9.425284502E0
4.551921875E0;8.954122663E-1;4.647356033E0;8.108481407E0;9.388671469E0
4.553921875E0;9.066171050E-1;4.676661015E0;8.003040314E0;9.313526028E0
4.555921875E0;9.167206883E-1;4.706761360E0;7.905931473E0;9.246498352E0
4.557921875E0;9.200534225E-1;4.737847805E0;7.822556019E0;9.191631128E0
4.559921875E0;9.141253829E-1;4.762268066E0;7.742053032E0;9.135327444E0
4.561921875E0;9.214037657E-1;4.794273853E0;7.677639484E0;9.098362201E0
4.563921875E0;9.356923103E-1;4.822966099E0;7.628290653E0;9.073441485E0
4.565921875E0;9.500671625E-1;4.846457958E0;7.594848156E0;9.059387444E0
4.567921875E0;9.627851248E-1;4.852941513E0;7.575350285E0;9.047868725E0
4.569921875E0;9.806075692E-1;4.857825756E0;7.571461678E0;9.049148812E0
4.571921875E0;9.939863086E-1;4.859070778E0;7.580348969E0;9.058712276E0
4.573921875E0;1.012670755E0;4.849608898E0;7.607441902E0;9.078401887E0
4.575921875E0;1.035789013E0;4.830867290E0;7.659779072E0;9.114952171E0
4.577921875E0;1.059434175E0;4.817430496E0;7.721338749E0;9.162374661E0
4.579921875E0;1.084717035E0;4.785980701E0;7.792283535E0;9.208794981E0
4.581921875E0;1.105182648E0;4.760343075E0;7.886768341E0;9.278114557E0
4.583921875E0;1.113993287E0;4.728778362E0;7.989604473E0;9.350727537E0
4.585921875E0;1.123455167E0;4.693027973E0;8.097142220E0;9.426047697E0
4.587921875E0;1.133721590E0;4.671614170E0;8.212935448E0;9.516386513E0
4.589921875E0;1.137724638E0;4.645507812E0;8.340297699E0;9.614349999E0
4.591921875E0;1.135742307E0;4.607076168E0;8.474286079E0;9.712290459E0
4.593921875E0;1.148632646E0;4.572819710E0;8.597070694E0;9.805083456E0
4.596096875E0;1.168284178E0;4.534436226E0;8.706638336E0;9.885926913E0
4.597921875E0;1.182726026E0;4.498551846E0;8.820679665E0;9.971970683E0
4.599921875E0;1.199341774E0;4.467062950E0;8.930401802E0;1.005709443E1
4.601921875E0;1.212883472E0;4.440420628E0;9.030919075E0;1.013636626E1
4.603921875E0;1.229987502E0;4.413443089E0;9.126476288E0;1.021194979E1
4.605921875E0;1.247283340E0;4.391626835E0;9.215895653E0;1.028468933E1
4.607921875E0;1.262022018E0;4.370356560E0;9.296494484E0;1.034975969E1
4.609921875E0;1.261351705E0;4.354478359E0;9.368808746E0;1.040802898E1
4.611921875E0;1.253833890E0;4.340965271E0;9.433423042E0;1.045971076E1
4.613921875E0;1.229709864E0;4.325355053E0;9.501274109E0;1.051166459E1
4.615921875E0;1.195482373E0;4.305971622E0;9.563140869E0;1.055576776E1
4.617921875E0;1.157960415E0;4.295025349E0;9.616138458E0;1.059519863E1
4.619921875E0;1.132668138E0;4.286530972E0;9.653757095E0;1.062319683E1
4.621921875E0;1.112767458E0;4.272222996E0;9.682294846E0;1.064128630E1
4.623921875E0;1.078808069E0;4.252830029E0;9.691708565E0;1.063859037E1
4.625921875E0;1.048679471E0;4.238120079E0;9.695760727E0;1.063339863E1
4.627921875E0;1.023779750E0;4.218880177E0;9.685207367E0;1.061368535E1
4.629921875E0;9.881923795E-1;4.195867062E0;9.646286011E0;1.056563573E1
4.631921875E0;9.464279413E-1;4.187190533E0;9.588557243E0;1.050565183E1
4.633921875E0;9.032652378E-1;4.191107273E0;9.517612457E0;1.043868838E1
4.635921875E0;8.642876744E-1;4.196479797E0;9.424430847E0;1.035264858E1
4.637921875E0;8.259229660E-1;4.206823349E0;9.325176239E0;1.026345085E1
4.639921875E0;7.980640531E-1;4.232440948E0;9.216700554E0;1.017339824E1
4.641921875E0;7.656081915E-1;4.262559891E0;9.093714714E0;1.007229964E1
4.643921875E0;7.362840772E-1;4.297084332E0;8.966333389E0;9.970064315E0
4.645921875E0;7.154353857E-1;4.336818695E0;8.839535713E0;9.872043143E0
4.647921875E0;6.956496835E-1;4.374896049E0;8.726539612E0;9.786528369E0
4.649921875E0;6.913304925E-1;4.412083149E0;8.617478371E0;9.705944005E0
4.651921875E0;6.865996122E-1;4.449346066E0;8.516165733E0;9.632921584E0
4.653921875E0;6.855269670E-1;4.491493702E0;8.425684929E0;9.572650073E0
4.655921875E0;6.922307611E-1;4.529053688E0;8.345114708E0;9.520107679E0
4.657921875E0;7.022576928E-1;4.562716484E0;8.267446518E0;9.469013650E0
4.659921875E0;7.117674351E-1;4.593754768E0;8.195850372E0;9.422375448E0
4.661921875E0;7.193427086E-1;4.613914013E0;8.127127647E0;9.373145697E0
4.663921875E0;7.229244113E-1;4.626478672E0;8.066774368E0;9.327366902E0
4.665921875E0;7.312370539E-1;4.639273643E0;7.998596668E0;9.275511642E0
4.667921875E0;7.254910469E-1;4.648026466E0;7.931176186E0;9.221390512E0
4.669921875E0;7.154545188E-1;4.655592442E0;7.863831997E0;9.166584414E0
4.671921875E0;7.024300694E-1;4.655151844E0;7.804905891E0;9.114845181E0
4.673921875E0;6.744849086E-1;4.649663925E0;7.747655869E0;9.060931297E0
4.676096875E0;6.457737088E-1;4.642931461E0;7.696189880E0;9.011391397E0
4.677921875E0;6.157886982E-1;4.638258457E0;7.657700539E0;8.974018875E0
4.679921875E0;5.887342095E-1;4.640901566E0;7.624038696E0;8.944861170E0
4.681921875E0;5.688623190E-1;4.633986950E0;7.599349499E0;8.918943446E0
4.683921875E0;5.537500978E-1;4.627685547E0;7.582666397E0;8.900502367E0
4.685921875E0;5.390305519E-1;4.620119572E0;7.571863651E0;8.886460372E0
4.687921875E0;5.307753682E-1;4.608493805E0;7.569622993E0;8.878013849E0
4.689921875E0;5.270212293E-1;4.603188038E0;7.580731869E0;8.884513895E0
4.691921875E0;5.242535472E-1;4.595995426E0;7.607192993E0;8.903224190E0
4.693921875E0;5.272989869E-1;4.591465950E0;7.649512768E0;8.937261850E0
4.695921875E0;5.246174932E-1;4.590058327E0;7.708927155E0;8.987291963E0
4.697921875E0;5.164197683E-1;4.585729599E0;7.772929192E0;9.039581492E0
4.699921875E0;5.121580958E-1;4.592203140E0;7.852981567E0;9.111528691E0
4.701921875E0;5.020736456E-1;4.593630314E0;7.927498341E0;9.175987541E0
4.703921875E0;4.802768528E-1;4.588909149E0;8.004937172E0;9.239468175E0
